3.832032214019284733e-01,2.926079188926966460e-04,2.234307788057752424e-07,1.706082087821491510e-10,1.302737297852581087e-13,9.947495957731593845e-17,7.595750577817794761e-20,5.799995002317843042e-23,4.428784447603068967e-26,3.384333979307581593e-29,4.944198520939297211e-39,9.423853089219731085e-53,6.849968809566899630e-72,1.375204063108984020e-98,7.887100911252605253e-136,8.849678656812022925e-188,3.014726018341009384e-260,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.243472561818080191e-01,7.001018483475368159e-04,1.155050706512970647e-06,1.905640069034397897e-09,3.143986711780481646e-12,5.187051114464044295e-15,8.557764943232194308e-18,1.411887779925628237e-20,2.329378192000684006e-23,3.849434507774464343e-26,6.393130513894185827e-35,3.618156011105792901e-47,2.979951970405179825e-64,4.390177395185712406e-88,2.502622224331263497e-121,1.058108149680775004e-167,2.164063136396955077e-232,1.235164114603116360e-322,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.368088741154327881e-01,8.978168531585571047e-04,1.845372540674433112e-06,3.792978269337301577e-09,7.796086608293780746e-12,1.602407451035483048e-14,3.293587883441947649e-17,6.769639731109439898e-20,1.391431584971790910e-22,2.865838574271654832e-25,9.522648586378622574e-34,1.417998809556247022e-45,4.502757841776513248e-62,4.358180403113641409e-85,3.432936450303840193e-117,5.658071595908255449e-162,1.916861627677272955e-224,1.380086513945498225e-311,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.231726449823431713e-01,4.353122186024987149e-03,3.622068727829323871e-05,3.013786727888510644e-07,2.507658226198336818e-09,2.086527796154266018e-11,1.736121054552362024e-13,1.444560825700685778e-15,1.201964559831381841e-17,1.008500437875394581e-19,2.762104686023834715e-26,1.936264672324726410e-35,3.290038391922297052e-48,5.058349998354302742e-66,7.169393650884087231e-91,1.559591028208822115e-125,6.927368832901905233e-174,2.462013170939850731e-241,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.263701093606224291e-01,2.584512466884253401e-02,1.066414982397315961e-03,4.400214466956947911e-05,1.815605338898315624e-06,7.491504724122619995e-08,3.091125688449786487e-09,1.275452445625097348e-10,5.262739548668689551e-12,2.264857220860117158e-13,9.699749108963239903e-18,7.819865471982478833e-24,2.471614508000259152e-32,3.432370212056187459e-44,9.888336936893092749e-61,8.355650890377850307e-84,5.446044444460906377e-116,6.891847678153119363e-161,1.615064690720016130e-223,6.953738996456438502e-311,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.604867531280886883e-01,6.141436037443308987e-02,5.710521281975335095e-03,5.309841723185776711e-04,4.937275904089043134e-05,4.590851220038414674e-06,4.268733474479958598e-07,3.969217167528531813e-08,3.690716465947193477e-09,3.781462372310722837e-10,2.103523744959417520e-13,6.060056426190902969e-18,2.810130043030821588e-24,4.106352226206140107e-33,1.943967457249608394e-45,1.248087943241370684e-62,1.299068509743259551e-86,4.561070916683180888e-120,9.808317028530683901e-167,7.812084207261668357e-232,1.235164114603116360e-322,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.595652590527073533e-01,9.968149231520902209e-02,1.506507471976028210e-02,2.276816598955872396e-03,3.441001071492515097e-04,5.200457682644514176e-05,7.859561664491390869e-06,1.187832174158380246e-06,1.795195882666471859e-07,3.187931968418115823e-08,8.225924558399431322e-11,2.010426834683919281e-14,1.839635928012696001e-19,1.722614903461079717e-26,2.702187952761362455e-36,5.687987721722478061e-50,4.748492422585256087e-69,1.156438322704989816e-95,8.683455824750345139e-133,1.418860402088814409e-184,8.165213613273305225e-257,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.434294202154464681e-01,1.318129978241920075e-01,2.700322032148095436e-02,5.531881679096553074e-03,1.133261683132681706e-03,2.321600708326181724e-04,4.756032899657812782e-05,9.743212457466870086e-06,1.995995212694333264e-06,5.107921852007546120e-07,3.453356702023709298e-09,3.221459151382229509e-12,1.908026868069783716e-16,2.417908590914387428e-22,1.436192201667897617e-30,4.808728278198720843e-42,4.728414495597806310e-58,2.214619877198039559e-80,1.573483279796767310e-111,5.576030275272438013e-155,1.364470102133391209e-215,3.846783420572020445e-300,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.222378762451081791e-01,1.568267155209036867e-01,3.952607136275691074e-02,9.962016434409790011e-03,2.510792700054691705e-03,6.328116425177744957e-04,1.594916915670979620e-04,4.019774285081964999e-05,1.013130222912479022e-05,3.369754138438637055e-06,4.402560792248666577e-08,1.023788450600242562e-10,2.164827539024551013e-14,1.618661460003151775e-19,1.143565279712575504e-26,1.210916423497743891e-36,1.473245871230412317e-50,5.724790653408679061e-70,4.797836350876546053e-97,8.135073634163645628e-135,1.667692342028603566e-187,5.304029938445775706e-261,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.988730240595412369e-01,1.767510636937174584e-01,5.216621430881901444e-02,1.539630856213264343e-02,4.544058266085927722e-03,1.341130923835140822e-03,3.958206628402607757e-04,1.168222985145057175e-04,3.447887063874649938e-05,1.412990625599100859e-05,3.056715125876687480e-07,1.426928368590676484e-09,7.956488163800668314e-13,2.299794428538192644e-17,1.071383948700003198e-23,1.575700596944752703e-32,7.526804854474509371e-45,4.893425400085688077e-62,5.183187340408172043e-86,1.864786901882837137e-119,4.148966412904394797e-166,3.465245052886675310e-231,5.731161491758459912e-322,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
