3.325554115982929297e+13,4.417408161963435547e+12,5.867742393845725098e+11,7.794253901416888428e+10,1.035328237031493950e+10,1.375249731343602657e+09,1.826775080513058901e+08,2.426546334623298049e+07,3.223235951094784308e+06,4.281496647391548031e+05,5.687208079011031805e+04,7.554446119600201200e+03,1.003474031213336275e+03,1.332937074906074599e+02,1.770570229416764008e+01,2.351888169603081558e+00,3.124065835073372432e-01,4.149766756775581655e-02,5.512228309118025540e-03,7.322016564480631493e-04,9.725998918050492040e-05,1.291926262674731925e-05,1.716094647194592405e-06,2.279527031235387076e-07,3.027946911102714971e-08,4.022089833033355246e-09,5.342632186077109408e-10,7.096738228290743001e-11,9.426756648554334057e-12,1.252177240479491281e-12,1.663295128993571658e-13,2.209392246320005000e-14,2.969023638872055132e-15,3.715148322084034964e-16,3.987009499299251423e-17,3.629858808190715205e-18,2.770955453512621363e-19,1.751584521673688874e-20,9.046285091909749644e-22,3.762749415372801701e-23,1.241210125334314207e-24,3.193863566057437776e-26,6.298321384334207257e-28,9.339379502759314153e-30,1.020333399612960448e-31,8.035202938255573366e-34,4.455409023631291935e-36,1.696187502136792216e-38,4.315339280488696510e-41,7.127082295470495807e-44,7.407048525465791013e-47,4.685006123392960718e-50,1.739985148631245445e-53,3.651396066670162868e-57,4.154763317585032744e-61,2.452480005553008981e-65,7.162154548364452324e-70,9.835078282924726881e-75,6.013502555536845600e-80,1.544188014294890569e-85,1.564111667478554144e-91,5.842976832026432401e-98,7.490197563307944706e-105,3.049835936016085131e-112,3.630690546053285621e-120
3.549282652466813281e+13,5.855251276561295898e+12,9.659407510935966797e+11,1.593512371293523254e+11,2.628817217402455521e+10,4.336759530082524300e+09,7.154351811627796888e+08,1.180253354826153517e+08,1.947063854637933522e+07,3.212071068076688331e+06,5.298953355740786064e+05,8.741682880363437289e+04,1.442115347138317702e+04,2.379057560099247894e+03,3.924731045610687374e+02,6.474628457387005653e+01,1.068119399113703061e+01,1.762076477857761780e+00,2.906897409031241608e-01,4.795508397516105165e-02,7.911149777491357019e-03,1.305102308533508029e-03,2.153027162481085726e-04,3.551848718733839209e-05,5.859484515854103366e-06,9.666391085421323990e-07,1.594664451514361564e-07,2.630717804040451623e-08,4.339894927690420980e-09,7.159524276783133625e-10,1.181106656356890592e-10,1.948471546097405978e-11,3.257749313690196917e-12,5.122507134089885638e-13,7.021079981373813193e-14,8.306996954190459940e-15,8.395858111186517664e-16,7.168149567618343051e-17,5.108156554298534050e-18,2.999572512392503743e-19,1.431582249383356366e-20,5.471793315182691870e-22,1.648666076110994823e-23,3.850012561035037785e-25,6.842594255174879342e-27,9.076888142908103106e-29,8.800784854689450758e-31,6.098468793612261879e-33,2.948280025791168237e-35,9.690206410329635174e-38,2.106008102287419087e-40,2.937752501157731374e-43,2.547533257253623640e-46,1.327039425182371308e-49,4.002518901377484831e-53,6.719458694600041879e-57,6.018788559670261394e-61,2.748834292573180169e-65,6.097004128275829427e-70,6.233721365539540642e-75,2.778028050990751991e-80,5.081857112897984161e-86,3.578156079227701366e-92,9.050691866054668700e-99,7.637636543134031191e-106
3.608951196245582812e+13,6.333344233447491211e+12,1.111437838812301025e+12,1.950460963451118469e+11,3.422861663601443100e+10,6.006775930251043320e+09,1.054128405478106260e+09,1.849888705919112563e+08,3.246367526482670754e+07,5.697046575439781882e+06,9.997740372266349150e+05,1.754502288644673245e+05,3.078974014366817573e+04,5.403287896802509749e+03,9.482223610690855367e+02,1.664034312447981847e+02,2.920211868745937878e+01,5.124676393132503449e+00,8.993288608750019675e-01,1.578231166140709185e-01,2.769636027642265880e-02,4.860431025685455625e-03,8.529564722465002432e-04,1.496852315571316650e-04,2.626824377954538504e-05,4.609811028673629296e-06,8.089751982821217201e-07,1.419669629329465572e-07,2.491376572137643189e-08,4.372113832658314069e-09,7.672617451532370836e-10,1.346466739219497457e-10,2.396110869136985415e-11,4.021689704930258005e-12,5.911264738244317659e-13,7.537499582318212433e-14,8.253994667053340832e-15,7.678830250179791393e-16,5.999157410409584881e-17,3.887422448984502009e-18,2.061752480953760947e-19,8.823234941955257904e-21,3.000571360329893621e-22,7.977274579695018654e-24,1.629124938307789604e-25,2.507982292147856438e-27,2.852266127883827010e-29,2.344963022657424839e-31,1.361629769273785792e-33,5.446491624673973287e-36,1.461079772360255550e-38,2.554136479456596692e-41,2.821169423826734015e-44,1.904818927628165208e-47,7.587441533302079709e-51,1.716368185984963387e-54,2.116675026508067624e-58,1.362056350787812187e-62,4.363381019964468374e-67,6.616848669413285371e-72,4.499962626014733392e-77,1.295176148377720099e-82,1.482600915567291882e-88,6.314775269695911647e-95,9.317536192251046672e-102
3.903738342259235156e+13,1.015136696016036523e+13,2.639783769426424805e+12,6.864551716705058594e+11,1.785073111558567505e+11,4.641943341842698669e+10,1.207101146129764748e+10,3.138972343443932533e+09,8.162652653008641005e+08,2.122634131289188564e+08,5.519744434614790976e+07,1.435366471043989435e+07,3.732558509914166294e+06,9.706227162878838135e+05,2.524028638457243796e+05,6.563539530701425974e+04,1.706797241310711615e+04,4.438393048932422062e+03,1.154169480710194648e+03,3.001327677645058429e+02,7.804718439665771257e+01,2.029556131980025668e+01,5.277702360053491581e+00,1.372425318147755924e+00,3.568884952947380951e-01,9.280606849022725313e-02,2.413349396847211045e-02,6.275726798917425839e-03,1.631953786140644558e-03,4.243768483609215150e-04,1.103558881104427003e-04,2.869718762388073974e-05,7.597497633179901209e-06,1.932984398271931782e-06,4.436150950087257556e-07,9.116265185469091758e-08,1.664361831490329235e-08,2.676980858322966270e-09,3.759221728583385087e-10,4.564756069384904884e-11,4.743723113371067719e-12,4.172536610913096579e-13,3.069837663396311245e-14,1.865321122447462555e-15,9.234408288478140653e-17,3.670729289191313907e-18,1.153448700676396547e-19,2.817548836456208700e-21,5.254956094540610455e-23,7.340424129589048462e-25,7.522246197981860736e-27,5.531111297901860559e-29,2.849543723008879248e-31,1.002627205442611989e-33,2.344209114320408120e-36,3.536445423257577839e-39,3.335334378682883392e-42,1.901087217508550316e-45,6.314988510133821394e-49,1.175767916950528089e-52,1.176769096400114331e-56,6.053512929121604350e-61,1.525408150399800506e-65,1.788263988996624048e-70,9.228456646576433441e-76
3.867928598792864844e+13,1.577978976720066016e+13,6.437599835083854492e+12,2.626314561098462402e+12,1.071444070855015869e+12,4.371115379607142944e+11,1.783261504876398926e+11,7.275080428235778809e+10,2.967977219974126053e+10,1.210830432072836304e+10,4.939762762890985489e+09,2.015249659018855810e+09,8.221510592947564125e+08,3.354087476330724359e+08,1.368349851489427984e+08,5.582386652954792976e+07,2.277417628917583823e+07,9.291063802897397429e+06,3.790427609473576769e+06,1.546361295913080918e+06,6.308610805602701148e+05,2.573691568830121250e+05,1.049975738808384194e+05,4.283532127306666371e+04,1.747530614992326082e+04,7.129310950810163376e+03,2.908508394490411774e+03,1.186569240588373532e+03,4.840785625296951480e+02,1.974870464235358725e+02,8.056777664617064261e+01,3.286882229119024856e+01,1.372878004435461285e+01,5.636021981061946740e+00,2.159505073694403254e+00,7.684861999947094624e-01,2.526540298068905566e-01,7.630810498544060572e-02,2.104466282897180657e-02,5.265349255617891334e-03,1.186901779986431317e-03,2.392658379907696374e-04,4.279305470745300635e-05,6.732823097489523605e-06,9.234129518880700979e-07,1.093284547260095056e-07,1.105789523728860735e-08,9.448334626391731391e-10,6.738720573221532316e-11,3.960623877936821518e-12,1.892079292770693025e-13,7.239378913858737481e-15,2.183659286845991956e-16,5.105392570878011805e-18,9.085301887545786107e-20,1.206831317524078849e-21,1.171829211042545787e-23,8.132844242738770340e-26,3.938382024391536809e-28,1.296766826884617513e-30,2.823740425351900275e-33,3.947080851596775207e-36,3.430373202114979770e-39,1.791163938078458650e-42,5.416132207743732046e-46
3.548497192643052344e+13,1.819317944960981641e+13,9.327660711467837891e+12,4.782300674230230469e+12,2.451890184065661133e+12,1.257086470349382324e+12,6.445094499767154541e+11,3.304406187697161255e+11,1.694172250490007324e+11,8.686037524734904480e+10,4.453339845418975830e+10,2.283231648760530090e+10,1.170615076067985916e+10,6.001754824402317047e+09,3.077105507066311836e+09,1.577634971545300961e+09,8.088549767718791962e+08,4.147007294138506055e+08,2.126174653245450556e+08,1.090091802465108186e+08,5.588911221323106438e+07,2.865440192210904136e+07,1.469113959765823931e+07,7.532161490041534416e+06,3.861746485691823531e+06,1.979921160674811807e+06,1.015107495277649607e+06,5.204465952662783093e+05,2.668334730896406109e+05,1.368057798988031864e+05,7.014045575695951993e+04,3.596107954965894169e+04,1.893923153113477747e+04,9.920734849104574096e+03,4.935599464706127947e+03,2.323523678047325120e+03,1.030974903215575523e+03,4.293423133143688233e+02,1.670491704806013331e+02,6.043115701258309258e+01,2.022065007503135448e+01,6.223417056164718630e+00,1.751351775931594412e+00,4.477718852351118550e-01,1.033027312801034492e-01,2.134821133155555620e-02,3.921072051099232757e-03,6.347469180624716904e-04,8.975329332727203743e-05,1.097943695852266156e-05,1.150058390805970324e-06,1.020194542444591756e-07,7.574293602989895424e-09,4.647340612943860246e-10,2.324794126285888725e-11,9.344891512749877453e-13,2.971747028782074772e-14,7.352699138183906217e-16,1.390283085149360810e-17,1.970788498818893342e-19,2.051672862393891579e-21,1.534281526848029581e-23,8.048710778408952996e-26,2.887443993049029294e-28,6.892861794802844465e-31
3.203142536576715625e+13,1.882653314374975000e+13,1.106533181603294531e+13,6.503670498652612305e+12,3.822545103776977539e+12,2.246708389275952637e+12,1.320507266599790527e+12,7.761307384020588379e+11,4.561723652181095581e+11,2.681162032277167053e+11,1.575858248205699463e+11,9.262137791533612061e+10,5.443839670670505524e+10,3.199627453939978027e+10,1.880587317654319000e+10,1.105318887974708366e+10,6.496533464011229515e+09,3.818350297654858589e+09,2.244242883742320061e+09,1.319058160882041216e+09,7.752790236715275049e+08,4.556717682131298184e+08,2.678219763552521169e+08,1.574128923986450732e+08,9.251973654484352469e+07,5.437865679165293276e+07,3.196116228704466298e+07,1.878523588128817081e+07,1.104105926894513331e+07,6.489404261449192651e+06,3.814160094852791168e+06,2.241780083819068503e+06,1.356383141158508137e+06,8.221992520860965597e+05,4.783365012706370326e+05,2.663004105912640225e+05,1.414232994275856181e+05,7.140231273298102315e+04,3.414858529438870755e+04,1.541052606852317513e+04,6.534947876527482549e+03,2.592473709610025253e+03,9.575576198592611945e+02,3.276257857714236934e+02,1.032717185728231755e+02,2.981499854866678234e+01,7.834633986741530443e+00,1.861322525407788531e+00,3.969415162065787483e-01,7.540434276502150368e-02,1.265489466589618181e-02,1.859893621573263179e-03,2.371317532430732109e-04,2.596438823651489445e-05,2.415221864553772230e-06,1.886672789353486858e-07,1.222386309197442256e-08,6.482155405025265387e-10,2.773590812261001190e-11,9.430729146986159823e-13,2.506786801440613958e-14,5.118387930699365926e-16,7.877949919031978184e-18,8.957406719108410357e-20,7.362491978014839683e-22
2.911133338986741016e+13,1.863843613522339062e+13,1.193319786883122461e+13,7.640190965784116211e+12,4.891607315597662109e+12,3.131835609498126953e+12,2.005147521479264893e+12,1.283789152502402588e+12,8.219418124742091064e+11,5.262455612563087769e+11,3.369270020566775513e+11,2.157164127786549072e+11,1.381117288256495361e+11,8.842558335504272461e+10,5.661419097541179657e+10,3.624705088945968628e+10,2.320705596152925491e+10,1.485824179307674980e+10,9.512940786091140747e+09,6.090629272290086746e+09,3.899505501675610065e+09,2.496645662999091148e+09,1.598469232545957088e+09,1.023414706084790230e+09,6.552379234490519762e+08,4.195139407057289481e+08,2.685924305480680466e+08,1.719654265275614262e+08,1.101003027541157752e+08,7.049135928846210241e+07,4.513186258381378651e+07,2.889552763408898562e+07,1.907138400217554718e+07,1.266895789481054060e+07,8.130486905971965753e+06,5.028436745756102726e+06,2.989077517336735968e+06,1.702918455871165264e+06,9.269999744961063843e+05,4.805928145125651499e+05,2.364656974415225850e+05,1.100084578886174713e+05,4.819581184167109313e+04,1.979942130022679339e+04,7.592033755713744540e+03,2.703878706265999426e+03,8.897118563192466354e+02,2.689628944049430856e+02,7.424900483305468413e+01,1.859658629708902922e+01,4.196727514942794279e+00,8.470352680614422480e-01,1.516897437682417360e-01,2.389913719751385682e-02,3.282659633676156957e-03,3.892725588894538368e-04,3.943962707879983574e-05,3.376042387495604136e-06,2.412562982178398231e-07,1.420933365382978803e-08,6.803352571390607403e-10,2.609322577011061523e-11,7.890934567077013876e-13,1.849990384190865371e-14,3.301884698405678845e-16
2.673136031229550391e+13,1.814189705656664062e+13,1.231244594236655664e+13,8.356145149044760742e+12,5.671104025857208008e+12,3.848834635881165527e+12,2.612106564580144043e+12,1.772770552705385498e+12,1.203134464402870850e+12,8.165368819021380615e+11,5.541628963620234375e+11,3.760963191141572266e+11,2.552470441088733521e+11,1.732297026457784729e+11,1.175666107457245026e+11,7.978948039009179688e+10,5.415109902836363983e+10,3.675097909703643036e+10,2.494195849807881546e+10,1.692747537629693222e+10,1.148824871299542236e+10,7.796783368915652275e+09,5.291479356033990860e+09,3.591192989530020714e+09,2.437251706055159569e+09,1.654100989834627867e+09,1.122596438346677542e+09,7.618777638931530714e+08,5.170671376525183320e+08,3.509203674274221659e+08,2.381607634831998646e+08,1.616336768330558836e+08,1.131942767605395168e+08,8.003872593791650236e+07,5.492141704514390230e+07,3.649322388902755082e+07,2.342651800487761945e+07,1.449281118580480106e+07,8.617762025486771017e+06,4.911325590175102465e+06,2.674500802985774819e+06,1.387106335820256034e+06,6.827822846358333481e+05,3.177860204465151182e+05,1.392921222266982950e+05,5.725233574487225997e+04,2.196535726628607881e+04,7.827514424053178118e+03,2.577275764565144073e+03,7.796475664829681591e+02,2.153833021979527302e+02,5.398741481612021431e+01,1.219360269544391606e+01,2.463261298281982814e+00,4.415506250332510985e-01,6.963880762796305357e-02,9.575718827676698436e-03,1.136866824650782822e-03,1.153280959719653646e-04,9.885429728757511402e-06,7.074459255187185697e-07,4.173109566060766472e-08,2.001374169086502111e-09,7.689595708133735436e-11,2.329858140973596818e-12
2.468285203200380078e+13,1.751219214406490820e+13,1.242469360076427539e+13,8.815173440475958984e+12,6.254261495904630859e+12,4.437324701922515625e+12,3.148229494910772949e+12,2.233631662864782227e+12,1.584735297543318848e+12,1.124350986347808594e+12,7.977137522342182617e+11,5.659684904716643066e+11,4.015479629248305054e+11,2.848935395585498657e+11,2.021286032458158264e+11,1.434078579437499390e+11,1.017461823302854614e+11,7.218771528438999939e+10,5.121633184294004059e+10,3.633738285125317383e+10,2.578094418256478119e+10,1.829127556228502274e+10,1.297744408917765808e+10,9.207343386974416733e+09,6.532501443512955666e+09,4.634732660223051071e+09,3.288288110991432190e+09,2.333001597629858017e+09,1.655237093230987072e+09,1.174371178138586283e+09,8.332024878384821415e+08,5.911473294504809380e+08,4.331152539611428380e+08,3.211804438962904215e+08,2.319247501233758330e+08,1.627672080406179726e+08,1.107945822457214594e+08,7.298746021497352421e+07,4.642311269765467942e+07,2.843686527926701307e+07,1.673083784284160286e+07,9.427261865130880848e+06,5.071532784556993283e+06,2.596191576593219768e+06,1.260182830706118373e+06,5.777972107849866152e+05,2.492244700151438883e+05,1.006889730422577850e+05,3.792427700353434193e+04,1.325016234146496936e+04,4.271338468557568376e+03,1.263139750315396441e+03,3.405751587106095712e+02,8.317439420395190552e+01,1.826924480561720898e+01,3.582027735033185500e+00,6.218798916829211265e-01,9.477578226607036305e-02,1.256261783726392647e-02,1.433999111484389249e-03,1.394737421920503153e-04,1.142805350009148400e-05,7.792882639137990331e-07,4.365180565984616357e-08,1.980663692502024650e-09
