1.602176569999999846e-05,3.262807973219353787e-32,6.644658316345113729e-59,1.353174459035352576e-85,2.755718999247023341e-112,5.611979410418815113e-139,1.142870986177022269e-165,2.327439207315108526e-192,4.739794193102583888e-219,9.652518064644197001e-246,1.965720476299607173e-272,4.003159553875425961e-299,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.602176569999999846e-05,2.390672048175996522e-29,3.567217839123695253e-53,5.322789096677201300e-77,7.942347522759197705e-101,1.185109592481467636e-124,1.768349649983066305e-148,2.638625578962488741e-172,3.937199267136903243e-196,5.874853254185261436e-220,8.766104638464349047e-244,1.308025702220933909e-267,1.951757717063128502e-291,2.912296125009144424e-315,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.602176569999999846e-05,1.569942943038831179e-28,1.538357813082628606e-51,1.507408133248179095e-74,1.477081119138053245e-97,1.447364243559415502e-120,1.418245231349725693e-143,1.389712054306239192e-166,1.361752926217191772e-189,1.334356297993550069e-212,1.307510852898266743e-235,1.281205501871969560e-258,1.255429378951807233e-281,1.230171836784056042e-304,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.602176569999999846e-05,2.486891416192115111e-23,3.860141904290876461e-41,5.991695264314343649e-59,9.300283002679534408e-77,1.443585831961183732e-94,2.240727571019650065e-112,3.478047467885449653e-130,5.398609962816386090e-148,8.379698609559602580e-166,1.300693127873579639e-183,2.018930145014450990e-201,3.133774480004797489e-219,4.864230947158482428e-237,7.550237854785498662e-255,1.171944594800611073e-272,1.819087238968945057e-290,2.823579201321395023e-308,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.602176569997760630e-05,2.239126295430522897e-17,3.129297145379816357e-29,4.373357878055452519e-41,6.111998394843555527e-53,8.541840256434769866e-65,1.193767246863210544e-76,1.668352716629023115e-88,2.331610952132599069e-100,3.258549333074590146e-112,4.553994630351609033e-124,6.364447787477016903e-136,8.894651603133611838e-148,1.243074494173812445e-159,1.737262196442762703e-171,2.427915586181654236e-183,3.393140140672686365e-195,4.742092385654915660e-207,6.627324325492848810e-219,9.262035435693732966e-231,1.294418323275085292e-242,1.809017906769415601e-254,2.528197977553604610e-266,3.533290074015907175e-278,4.937959312514344476e-290,6.901058690699543922e-302,9.644593654479300486e-314,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.602176567647699228e-05,2.352300782760285681e-14,3.453626200949013012e-23,5.070581969489944834e-32,7.444581437983087582e-41,1.093006544815534773e-49,1.604742075779131450e-58,2.356067438013923891e-67,3.459156369271590898e-76,5.078701311350644940e-85,7.456502180428139816e-94,1.094756737169521239e-102,1.607311691967131990e-111,2.359840124678104999e-120,3.464695392855171879e-129,5.086833654423635751e-138,7.468442011132539677e-147,1.096509732044032545e-155,1.609885422789831326e-164,2.363618852410802940e-173,3.470243285879542491e-182,5.094979019527220834e-191,7.480400960661106223e-200,1.098265533926676291e-208,1.612463274835708653e-217,2.367403630885298269e-226,3.475800062546727170e-235,5.103137427512822975e-244,7.492379059628978497e-253,1.100024147312183376e-261,1.615045254704208141e-270,2.371194469790428444e-279
1.602176419408799909e-05,1.505911858669002110e-12,1.415431221311278843e-19,1.330386988275302578e-26,1.250452520704309250e-33,1.175320805386717877e-40,1.104703275576437941e-47,1.038328702662423654e-54,9.759421544306200483e-62,9.173040159175171559e-69,8.621890690942822861e-76,8.103856278467529496e-83,7.616947249289970695e-90,7.159293477677609909e-97,6.729137201822371807e-104,6.324826272611444289e-111,5.944807808032385805e-118,5.587622228847410425e-125,5.251897652624901256e-132,4.936344624596242296e-139,4.639751165105570803e-146,4.360978114622472495e-153,4.098954758446052468e-160,3.852674714292169955e-167,3.621192066968164295e-174,3.403617735291684480e-181,3.199116057296009109e-188,3.006901580612629277e-195,2.826236045694551125e-202,2.656425550302104843e-209,2.496817884354905188e-216,2.346800024914989849e-223
1.602174533261353727e-05,2.036736057139337186e-11,2.589164713539237470e-17,3.291429878868236225e-23,4.184172057828591669e-29,5.319054773706274168e-35,6.761754367331064781e-41,8.595760726160591555e-47,1.092720889394993763e-52,1.389102116914693312e-58,1.765871513891572237e-64,2.244832950438277618e-70,2.853704211054420105e-76,3.627721039376231569e-82,4.611676251712838398e-88,5.862511924089298235e-94,7.452614664206557003e-100,9.474004667679137215e-106,1.204366098173473632e-111,1.531029115256841153e-117,1.946293701988984463e-123,2.474191468113597656e-129,3.145272172761090810e-135,3.998371657262163473e-141,5.082859298488990833e-147,6.461495044192060197e-153,8.214061368672492159e-159,1.044198033223970226e-164,1.327418293643724975e-170,1.687457043813525627e-176,2.145149941319331929e-182,2.726983947598836862e-188
1.602164557570051731e-05,1.201233988413011330e-10,9.006335136430201683e-16,6.752562229516942068e-21,5.062780362132099061e-26,3.795854688039513134e-31,2.845968377471436454e-36,2.133784528445891146e-41,1.599819748482342192e-46,1.199475951537722053e-51,8.993154133033903465e-57,6.742679680807270963e-62,5.055370852699233110e-67,3.790299356955645450e-72,2.841803229463824963e-77,2.130661679840967376e-82,1.597478371083114309e-87,1.197720487594650089e-92,8.979992420375441465e-98,6.732811595462123639e-103,5.047972187274440508e-108,3.784752156241875705e-113,2.837644177257580498e-118,2.127543401605303670e-123,1.595140420349958045e-128,1.195967592818315338e-133,8.966849970222385427e-139,6.722957952313994687e-144,5.040584349986736314e-149,3.779213073999090824e-154,2.833491211931419969e-159,2.124429687050258298e-164
1.602130148392207393e-05,4.642026276867161500e-10,1.344984861357847115e-14,3.896971213404316419e-19,1.129111938313604051e-23,3.271499067935308055e-28,9.478870772978070910e-33,2.746416528479226535e-37,7.957491908642400066e-42,2.305610850338549882e-46,6.680297578971423614e-51,1.935555418515574924e-55,5.608095648220864391e-60,1.624894668410736859e-64,4.707984401562724491e-69,1.364095627628443550e-73,3.952342919185108663e-78,1.145155386062649157e-82,3.317983497491437158e-87,9.613555176539960716e-92,2.785440108495277886e-96,8.070559179758522521e-101,2.338371062990492460e-105,6.775217313250520857e-110,1.963057547550409543e-114,5.687780563817844237e-119,1.647982647401805759e-123,4.774879719189605294e-128,1.383477937020371520e-132,4.008501396443531453e-137,1.161426793686125102e-141,3.365128420034365392e-146
