0.011922,0.012274,0.011856,0.010999,0.0099225,0.0087704,0.007632,0.00656,0.0055828,0.0047122,0.0039501,0.0032919,0.0027295,0.0022533,0.001853,0.0015187,0.0012409,0.0010111,0.00082192,0.00066663,0.00053959,0.00043596,0.00035164,0.00028319,0.00022774,0.0001829,0.00014671,0.00011755,9.4085e-05,7.5229e-05,6.0096e-05,4.7965e-05,3.8252e-05,3.0483e-05,2.4274e-05,1.9316e-05,1.5361e-05,1.2209e-05,9.6974e-06,7.6986e-06,6.1085e-06,4.8445e-06,3.8402e-06,3.0428e-06,2.4099e-06,1.9079e-06,1.5099e-06,1.1945e-06,9.4459e-07,7.4674e-07,5.9014e-07,4.6623e-07,3.6823e-07,2.9075e-07,2.2951e-07,1.8112e-07,1.429e-07,1.1271e-07,8.8883e-08,7.0076e-08,5.5237e-08,4.3531e-08,3.4299e-08,2.7019e-08,2.1281e-08,1.6758e-08,1.3195e-08,1.0387e-08,8.1754e-09,6.4338e-09,5.0624e-09,3.9827e-09,3.1329e-09,2.4641e-09,1.9378e-09,1.5237e-09,1.198e-09,9.4175e-10,7.4025e-10,5.8179e-10,4.5721e-10,3.5927e-10,2.8228e-10,2.2176e-10,1.7421e-10,1.3683e-10,1.0747e-10,8.4401e-11,6.6278e-11,5.2042e-11,4.0861e-11,3.2079e-11,2.5183e-11,1.9768e-11,1.5516e-11,1.2178e-11,9.5577e-12,7.5005e-12,5.8858e-12,4.6184e-12
0.0047356,0.011315,0.016196,0.019782,0.022381,0.024227,0.0255,0.026338,0.026847,0.027105,0.027176,0.027104,0.026927,0.026671,0.026357,0.026002,0.025616,0.025211,0.024791,0.024364,0.023932,0.023499,0.023067,0.022638,0.022213,0.021792,0.021378,0.020969,0.020568,0.020172,0.019784,0.019402,0.019028,0.01866,0.018299,0.017945,0.017597,0.017256,0.016922,0.016594,0.016272,0.015957,0.015648,0.015344,0.015047,0.014755,0.014469,0.014188,0.013913,0.013643,0.013379,0.013119,0.012865,0.012615,0.012371,0.012131,0.011895,0.011665,0.011438,0.011217,0.010999,0.010786,0.010577,0.010371,0.01017,0.009973,0.0097796,0.0095899,0.0094039,0.0092215,0.0090427,0.0088673,0.0086953,0.0085267,0.0083613,0.0081992,0.0080401,0.0078842,0.0077313,0.0075814,0.0074343,0.0072901,0.0071487,0.0070101,0.0068741,0.0067408,0.0066101,0.0064819,0.0063562,0.0062329,0.006112,0.0059935,0.0058772,0.0057632,0.0056515,0.0055419,0.0054344,0.005329,0.0052256,0.0051243
0.010604,0.010411,0.0099293,0.0092771,0.0085359,0.0077621,0.0069935,0.0062545,0.0055599,0.004918,0.0043323,0.0038031,0.0033288,0.0029065,0.0025323,0.0022023,0.0019123,0.0016583,0.0014363,0.0012428,0.0010744,0.00092806,0.00080114,0.00069118,0.000596,0.0005137,0.00044259,0.00038119,0.00032821,0.00028252,0.00024313,0.00020919,0.00017996,0.00015478,0.00013311,0.00011446,9.8414e-05,8.4608e-05,7.2732e-05,6.2519e-05,5.3736e-05,4.6185e-05,3.9692e-05,3.4111e-05,2.9314e-05,2.519e-05,2.1646e-05,1.86e-05,1.5982e-05,1.3732e-05,1.1799e-05,1.0138e-05,8.7103e-06,7.4837e-06,6.4298e-06,5.5243e-06,4.7462e-06,4.0777e-06,3.5034e-06,3.0099e-06,2.5859e-06,2.2216e-06,1.9087e-06,1.6398e-06,1.4088e-06,1.2103e-06,1.0398e-06,8.933e-07,7.6744e-07,6.5932e-07,5.6643e-07,4.8663e-07,4.1806e-07,3.5916e-07,3.0856e-07,2.6509e-07,2.2774e-07,1.9565e-07,1.6808e-07,1.444e-07,1.2406e-07,1.0658e-07,9.1561e-08,7.866e-08,6.7577e-08,5.8056e-08,4.9876e-08,4.2848e-08,3.6811e-08,3.1625e-08,2.7169e-08,2.3341e-08,2.0052e-08,1.7227e-08,1.48e-08,1.2714e-08,1.0923e-08,9.3839e-09,8.0617e-09,6.9259e-09
0.0033933,0.0037061,0.0037143,0.0035375,0.0032572,0.0029278,0.0025849,0.0022505,0.0019377,0.0016532,0.0013999,0.0011778,0.00098555,0.00082078,0.00068074,0.00056253,0.00046335,0.00038056,0.00031174,0.00025478,0.00020778,0.00016912,0.00013741,0.00011147,9.0284e-05,7.3026e-05,5.8991e-05,4.7597e-05,3.8361e-05,3.0885e-05,2.4842e-05,1.9963e-05,1.6029e-05,1.286e-05,1.0309e-05,8.259e-06,6.6119e-06,5.29e-06,4.2298e-06,3.3801e-06,2.6997e-06,2.1551e-06,1.7196e-06,1.3714e-06,1.0932e-06,8.7112e-07,6.9385e-07,5.5245e-07,4.397e-07,3.4984e-07,2.7825e-07,2.2124e-07,1.7585e-07,1.3973e-07,1.11e-07,8.8156e-08,6.9993e-08,5.5558e-08,4.4089e-08,3.4979e-08,2.7746e-08,2.2003e-08,1.7446e-08,1.3829e-08,1.096e-08,8.685e-09,6.8807e-09,5.4503e-09,4.3166e-09,3.4181e-09,2.7062e-09,2.1422e-09,1.6955e-09,1.3418e-09,1.0617e-09,8.4e-10,6.6448e-10,5.2558e-10,4.1566e-10,3.2869e-10,2.5988e-10,2.0546e-10,1.6242e-10,1.2838e-10,1.0146e-10,8.0181e-11,6.3358e-11,5.006e-11,3.9549e-11,3.1243e-11,2.4679e-11,1.9492e-11,1.5395e-11,1.2157e-11,9.6001e-12,7.5802e-12,5.9849e-12,4.725e-12,3.73e-12,2.9444e-12
0.024901,0.024754,0.024331,0.023702,0.022921,0.022034,0.021076,0.020075,0.019054,0.01803,0.017016,0.016024,0.01506,0.014129,0.013237,0.012385,0.011574,0.010805,0.010079,0.0093937,0.0087491,0.0081436,0.0075759,0.0070443,0.0065471,0.0060827,0.0056492,0.005245,0.0048684,0.0045178,0.0041914,0.0038879,0.0036057,0.0033435,0.0030999,0.0028736,0.0026636,0.0024687,0.0022879,0.0021201,0.0019645,0.0018202,0.0016864,0.0015623,0.0014473,0.0013407,0.0012419,0.0011504,0.0010655,0.00098694,0.00091412,0.00084664,0.00078414,0.00072623,0.00067259,0.00062291,0.00057688,0.00053426,0.00049477,0.0004582,0.00042433,0.00039296,0.00036391,0.000337,0.00031208,0.000289,0.00026763,0.00024784,0.00022951,0.00021253,0.00019681,0.00018226,0.00016877,0.00015629,0.00014473,0.00013402,0.00012411,0.00011493,0.00010642,9.8551e-05,9.126e-05,8.4509e-05,7.8257e-05,7.2467e-05,6.7106e-05,6.2141e-05,5.7544e-05,5.3286e-05,4.9344e-05,4.5693e-05,4.2313e-05,3.9182e-05,3.6283e-05,3.3599e-05,3.1113e-05,2.8811e-05,2.6679e-05,2.4705e-05,2.2877e-05,2.1185e-05
0.01621,0.016122,0.015886,0.015539,0.015112,0.014626,0.014101,0.013552,0.01299,0.012423,0.011859,0.011303,0.010759,0.01023,0.0097178,0.0092238,0.0087489,0.0082937,0.0078582,0.0074425,0.0070462,0.006669,0.0063103,0.0059696,0.0056461,0.0053393,0.0050485,0.0047729,0.0045119,0.0042648,0.0040309,0.0038096,0.0036002,0.0034022,0.0032149,0.0030379,0.0028705,0.0027122,0.0025626,0.0024212,0.0022876,0.0021613,0.002042,0.0019293,0.0018227,0.001722,0.0016269,0.001537,0.0014521,0.0013718,0.001296,0.0012244,0.0011567,0.0010928,0.0010324,0.00097535,0.00092144,0.0008705,0.00082239,0.00077693,0.00073398,0.00069341,0.00065508,0.00061887,0.00058466,0.00055234,0.0005218,0.00049296,0.00046571,0.00043996,0.00041564,0.00039267,0.00037096,0.00035045,0.00033108,0.00031278,0.00029549,0.00027915,0.00026372,0.00024914,0.00023537,0.00022236,0.00021006,0.00019845,0.00018748,0.00017712,0.00016732,0.00015807,0.00014934,0.00014108,0.00013328,0.00012591,0.00011895,0.00011238,0.00010616,0.0001003,9.4751e-05,8.9513e-05,8.4565e-05,7.989e-05
0.011793,0.011565,0.010724,0.0095965,0.0083802,0.0071902,0.0060883,0.0051033,0.0042438,0.0035067,0.0028828,0.00236,0.0019253,0.0015662,0.0012711,0.0010295,0.0008324,0.0006721,0.00054201,0.00043666,0.00035148,0.0002827,0.00022724,0.00018256,0.0001466,0.00011768,9.4428e-05,7.5749e-05,6.075e-05,4.8711e-05,3.905e-05,3.1301e-05,2.5086e-05,2.0102e-05,1.6107e-05,1.2905e-05,1.0339e-05,8.2823e-06,6.6345e-06,5.3142e-06,4.2566e-06,3.4093e-06,2.7305e-06,2.1869e-06,1.7514e-06,1.4027e-06,1.1233e-06,8.9961e-07,7.2044e-07,5.7694e-07,4.6202e-07,3.6999e-07,2.9629e-07,2.3727e-07,1.9001e-07,1.5216e-07,1.2184e-07,9.7571e-08,7.8134e-08,6.2568e-08,5.0103e-08,4.0122e-08,3.2129e-08,2.5728e-08,2.0602e-08,1.6498e-08,1.3211e-08,1.0579e-08,8.4714e-09,6.7837e-09,5.4322e-09,4.35e-09,3.4833e-09,2.7894e-09,2.2336e-09,1.7886e-09,1.4323e-09,1.1469e-09,9.1843e-10,7.3545e-10,5.8893e-10,4.716e-10,3.7764e-10,3.0241e-10,2.4216e-10,1.9391e-10,1.5528e-10,1.2434e-10,9.9571e-11,7.9733e-11,6.3848e-11,5.1128e-11,4.0942e-11,3.2785e-11,2.6253e-11,2.1023e-11,1.6834e-11,1.3481e-11,1.0795e-11,8.6442e-12
0.016813,0.017329,0.017197,0.016623,0.015762,0.014727,0.013601,0.012445,0.0113,0.010195,0.0091482,0.0081715,0.0072701,0.0064459,0.0056978,0.0050233,0.0044182,0.0038778,0.0033972,0.0029712,0.0025947,0.0022629,0.0019711,0.0017149,0.0014906,0.0012944,0.0011231,0.00097374,0.00084363,0.00073044,0.00063206,0.00054664,0.00047253,0.00040827,0.00035261,0.00030441,0.00026271,0.00022665,0.00019547,0.00016854,0.00014528,0.0001252,0.00010787,9.2916e-05,8.0022e-05,6.8906e-05,5.9323e-05,5.1066e-05,4.3951e-05,3.7823e-05,3.2545e-05,2.8e-05,2.4088e-05,2.072e-05,1.7821e-05,1.5327e-05,1.318e-05,1.1334e-05,9.745e-06,8.3786e-06,7.2033e-06,6.1925e-06,5.3233e-06,4.5759e-06,3.9332e-06,3.3807e-06,2.9057e-06,2.4973e-06,2.1462e-06,1.8445e-06,1.5851e-06,1.3621e-06,1.1705e-06,1.0058e-06,8.6432e-07,7.4268e-07,6.3815e-07,5.4833e-07,4.7114e-07,4.0481e-07,3.4781e-07,2.9883e-07,2.5675e-07,2.2059e-07,1.8952e-07,1.6283e-07,1.3989e-07,1.2019e-07,1.0326e-07,8.8709e-08,7.6211e-08,6.5474e-08,5.6249e-08,4.8323e-08,4.1514e-08,3.5664e-08,3.0639e-08,2.6321e-08,2.2612e-08,1.9425e-08
0.00087409,0.002536,0.0032327,0.0033769,0.0032224,0.0029221,0.002566,0.0022049,0.0018659,0.0015615,0.0012959,0.0010687,0.00087704,0.00071706,0.00058454,0.0004754,0.00038593,0.00031285,0.00025331,0.00020491,0.00016564,0.00013381,0.00010805,8.7216e-05,7.0377e-05,5.6775e-05,4.5793e-05,3.6929e-05,2.9777e-05,2.4008e-05,1.9355e-05,1.5603e-05,1.2577e-05,1.0138e-05,8.1716e-06,6.5863e-06,5.3085e-06,4.2785e-06,3.4483e-06,2.7792e-06,2.2399e-06,1.8052e-06,1.4549e-06,1.1725e-06,9.4497e-07,7.6157e-07,6.1377e-07,4.9465e-07,3.9865e-07,3.2128e-07,2.5892e-07,2.0867e-07,1.6817e-07,1.3553e-07,1.0923e-07,8.8027e-08,7.0943e-08,5.7174e-08,4.6077e-08,3.7134e-08,2.9927e-08,2.4119e-08,1.9437e-08,1.5665e-08,1.2625e-08,1.0174e-08,8.1996e-09,6.6082e-09,5.3256e-09,4.292e-09,3.459e-09,2.7876e-09,2.2466e-09,1.8106e-09,1.4592e-09,1.176e-09,9.4772e-10,7.6378e-10,6.1554e-10,4.9607e-10,3.9979e-10,3.222e-10,2.5966e-10,2.0927e-10,1.6865e-10,1.3592e-10,1.0954e-10,8.8278e-11,7.1144e-11,5.7336e-11,4.6208e-11,3.724e-11,3.0012e-11,2.4187e-11,1.9493e-11,1.5709e-11,1.266e-11,1.0203e-11,8.2229e-12,6.627e-12
0.0083873,0.0091291,0.009382,0.0092906,0.0089642,0.0084852,0.0079143,0.0072963,0.0066633,0.0060379,0.0054354,0.0048659,0.0043352,0.0038463,0.0034002,0.0029961,0.0026325,0.0023071,0.0020173,0.0017603,0.0015331,0.001333,0.0011572,0.0010032,0.00086851,0.00075101,0.0006487,0.00055974,0.00048253,0.00041561,0.00035767,0.00030757,0.00026431,0.00022698,0.0001948,0.00016708,0.00014323,0.00012273,0.0001051,8.9971e-05,7.6984e-05,6.5846e-05,5.6298e-05,4.8117e-05,4.1111e-05,3.5114e-05,2.9983e-05,2.5595e-05,2.1843e-05,1.8636e-05,1.5896e-05,1.3556e-05,1.1558e-05,9.8519e-06,8.3964e-06,7.1545e-06,6.0953e-06,5.192e-06,4.4218e-06,3.7654e-06,3.2059e-06,2.7292e-06,2.3231e-06,1.9771e-06,1.6825e-06,1.4316e-06,1.218e-06,1.0362e-06,8.814e-07,7.4967e-07,6.3757e-07,5.4219e-07,4.6104e-07,3.9201e-07,3.3329e-07,2.8334e-07,2.4087e-07,2.0475e-07,1.7403e-07,1.4791e-07,1.2571e-07,1.0683e-07,9.0787e-08,7.7147e-08,6.5553e-08,5.57e-08,4.7325e-08,4.0208e-08,3.416e-08,2.902e-08,2.4653e-08,2.0943e-08,1.779e-08,1.5111e-08,1.2836e-08,1.0903e-08,9.2603e-09,7.8652e-09,6.68e-09,5.6734e-09
