eta_fit
1.271380610288321446e-11
1.265260994434098976e-11
1.259116629688772794e-11
1.252950815226196551e-11
1.246773036708017300e-11
1.240582177514187597e-11
1.234373944735276168e-11
1.228098846361042381e-11
1.221807201245059111e-11
1.215490507696569611e-11
1.209147891617965709e-11
1.202711574229303557e-11
1.196208757804010260e-11
1.189659743098158226e-11
1.183059236885608504e-11
1.176333545767384626e-11
1.169479841294536335e-11
1.162579801184918664e-11
1.155615090863571663e-11
1.148553169182122868e-11
1.141342790838297525e-11
1.134119725264740549e-11
1.126897946765813553e-11
1.119669627846032673e-11
1.112421874256920726e-11
1.105244055242340173e-11
1.098157888016665563e-11
1.091176594240497721e-11
1.084307800340419187e-11
1.077567119820123371e-11
1.070967864913230338e-11
1.064525174929854347e-11
1.058231191616535227e-11
1.052062780596760256e-11
1.046007752196716226e-11
1.040079774625351421e-11
1.034251973480862660e-11
1.028494478166618345e-11
1.022821398738400728e-11
1.017215063621097633e-11
1.011660125158520505e-11
1.006142988500673769e-11
1.000680535231498166e-11
9.952420208414916278e-12
9.898522055157778974e-12
9.844897764558920103e-12
9.791570635538804865e-12
9.738563185837471859e-12
9.685747663274245764e-12
9.633200133922842363e-12
9.580957764110259657e-12
9.528869276162334924e-12
9.477135239523733136e-12
9.425567950727746699e-12
9.374183737485885508e-12
9.322980021140606632e-12
9.272095861185206188e-12
9.221291205102171658e-12
9.170689591239032607e-12
9.120228052688205209e-12
9.069988093672577549e-12
9.019929118999191001e-12
8.969899311765670800e-12
8.920022946574747147e-12
8.870323211104468303e-12
8.820615160985312004e-12
8.770999310341296591e-12
8.721529091259204058e-12
8.672025569865823654e-12
8.622674261062008391e-12
8.573293612954325902e-12
8.524011200519049809e-12
8.474701486637784853e-12
8.425357001150469537e-12
8.375931404293253006e-12
8.326601778339671341e-12
8.277114117078142989e-12
8.227652855878734662e-12
8.177965965510279311e-12
8.128322877661134428e-12
8.078465924498263339e-12
8.028577259314995316e-12
7.978327106336521697e-12
7.928072356313300027e-12
7.877577366895842687e-12
7.826745173833274255e-12
7.775890331871043295e-12
7.724612670567489346e-12
7.673045759645580130e-12
7.621411686782955275e-12
7.569121359970839481e-12
7.516724502229256271e-12
7.463894472529238344e-12
7.410515812382900849e-12
7.356814672944163660e-12
7.302680407191884241e-12
7.247921174218472194e-12
7.192799716197820499e-12
7.137050106295954193e-12
7.080837628721014016e-12
7.023911416697470780e-12
6.966381947228258286e-12
6.908157567368581649e-12
6.849167006298247566e-12
6.789686400553142161e-12
6.729152542500374364e-12
6.667955592162603119e-12
6.605873755940619456e-12
6.542777715502937454e-12
6.478849154828491049e-12
6.413939570518592106e-12
6.348214213218549015e-12
6.281155404357550749e-12
6.213364991067111119e-12
6.144130153673051565e-12
6.073926905494193382e-12
6.002500098910743666e-12
5.930014653731064747e-12
5.856037739252626548e-12
5.780916423179494950e-12
5.704548369979565236e-12
5.627026293382217432e-12
5.547876264828605763e-12
5.467597428847063523e-12
5.385848551297260416e-12
5.302897639016981996e-12
5.218626760077824626e-12
5.132855955237693993e-12
5.045667438705583413e-12
4.957462032945816306e-12
4.867725232565680215e-12
4.776469094079315854e-12
4.684100895249339293e-12
4.589864157018222354e-12
4.494160753588891044e-12
4.396770665384109431e-12
4.297054802703678703e-12
4.195417803517044588e-12
4.091178540279045247e-12
3.984009149806017684e-12
3.874205499628448619e-12
3.760948193664146096e-12
3.644145664307206973e-12
3.523305819411089843e-12
3.399146751437991146e-12
3.270781202647761732e-12
3.138505278727296663e-12
3.002893880853627369e-12
2.863064676998787431e-12
2.720840413868216290e-12
2.576090665717893092e-12
2.428781643831090778e-12
2.281042785053778669e-12
2.132916490690658730e-12
1.984568947239764226e-12
1.837361485015636750e-12
1.690171488669896835e-12
1.541409180040578261e-12
1.389864916334004662e-12
1.238785163535846060e-12
1.096334285682351874e-12
9.753578360461684386e-13
8.848177098637686754e-13
8.269176174311328240e-13
7.961218881334633581e-13
7.833538784747934022e-13
7.795654636533894504e-13
7.767761895783259923e-13
7.715197299010184429e-13
7.620944998318618178e-13
7.478482953663898926e-13
7.289728152197131881e-13
7.055576640666903172e-13
